DBN,Major N,Oth N,NoCrim N,Prop N,Vio N,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,Latitude,Longitude,SATall,SATmath
11X418,0.0,3.0,1.0,1.0,2.0,0.27,0.9,1.67,0.63,0.44,40.851405,-73.865036,422.6666666666667,433.0
09X525,1.0,10.0,6.0,2.0,6.0,0.33,1.32,1.76,0.83,0.59,40.843588000000004,-73.90323599999999,388.6666666666667,394.0
09X525,0.0,4.0,11.0,1.0,2.0,0.31,1.12,1.82,0.79,0.51,40.843588000000004,-73.90323599999999,388.6666666666667,394.0
09X525,1.0,5.0,9.0,3.0,2.0,0.28,1.11,1.74,0.75,0.53,40.843588000000004,-73.90323599999999,388.6666666666667,394.0
12X682,0.0,1.0,3.0,1.0,0.0,0.35,1.06,1.09,0.73,0.5,40.830870000000004,-73.88626,343.0,346.0
12X682,2.0,2.0,1.0,2.0,2.0,0.27,1.11,1.38,0.8,0.48,40.830870000000004,-73.88626,343.0,346.0
12X682,1.0,1.0,8.0,1.0,1.0,0.27,0.9,1.67,0.63,0.44,40.830870000000004,-73.88626,343.0,346.0
12X684,4.0,10.0,16.0,3.0,5.0,0.33,1.32,1.76,0.83,0.59,40.841794,-73.875366,371.3333333333333,374.0
12X684,0.0,6.0,17.0,4.0,1.0,0.31,1.12,1.82,0.79,0.51,40.841794,-73.875366,371.3333333333333,374.0
12X684,0.0,5.0,16.0,3.0,2.0,0.27,0.9,1.67,0.63,0.44,40.841794,-73.875366,371.3333333333333,374.0
07X670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.815938,-73.930386,365.0,368.0
07X427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.815938,-73.930386,359.0,359.0
10X696,0.0,0.0,0.0,0.0,0.0,0.35,1.06,1.09,0.73,0.5,40.873938,-73.895382,640.0,648.0
10X696,0.0,0.0,0.0,0.0,0.0,0.27,1.11,1.38,0.8,0.48,40.873938,-73.895382,640.0,648.0
10X696,0.0,0.0,0.0,0.0,0.0,0.27,0.9,1.67,0.63,0.44,40.873938,-73.895382,640.0,648.0
07X321,0.0,0.0,0.0,0.0,0.0,0.43,1.03,1.23,0.99,0.41,40.816532,-73.91174699999999,375.0,364.0
07X321,0.0,0.0,0.0,0.0,0.0,0.36,0.76,1.17,0.64,0.37,40.816532,-73.91174699999999,375.0,364.0
07X321,3.0,3.0,2.0,3.0,3.0,0.24,0.71,1.71,0.51,0.32,40.816532,-73.91174699999999,375.0,364.0
09X263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.839244,-73.90131600000001,358.3333333333333,363.0
09X241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.839244,-73.90131600000001,430.0,464.0
09X252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.839244,-73.90131600000001,364.0,367.0
08X519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.821146,-73.881479,366.3333333333333,370.0
12X271,0.0,7.0,7.0,1.0,5.0,0.33,1.32,1.76,0.83,0.59,40.836356,-73.888361,367.3333333333333,378.0
12X271,2.0,5.0,10.0,3.0,3.0,0.31,1.12,1.82,0.79,0.51,40.836356,-73.888361,367.3333333333333,378.0
12X271,1.0,11.0,13.0,8.0,3.0,0.28,1.11,1.74,0.75,0.53,40.836356,-73.888361,367.3333333333333,378.0
24Q560,0.0,1.0,1.0,1.0,0.0,0.31,1.12,1.82,0.79,0.51,40.742839000000004,-73.936782,443.3333333333333,447.0
24Q560,0.0,2.0,0.0,2.0,0.0,0.28,1.11,1.74,0.75,0.53,40.742839000000004,-73.936782,443.3333333333333,447.0
